sales,employees,age,training,exporter,financing,competition,labor_cost,labor_prod,successful
59970000,105,15.0,0.0,0,0.0,1,105000.0,571142.8571428572,0
8102200,22,10.0,1.0,0,0.0,1,13200.0,368281.8181818182,0
108000000,115,15.0,0.0,1,0.0,0,275000.0,939130.4347826086,1
22000000,20,2.0,0.0,1,0.0,1,15500.0,1100000.0,0
104450156,56,15.0,0.0,1,0.0,0,75500.0,1865181.357142857,1
28000000,18,13.0,0.0,0,0.0,1,39000.0,1555555.5555555555,0
21000000,18,15.0,0.0,1,0.0,1,28000.0,1166666.6666666667,0
75000000,162,8.0,0.0,0,0.0,0,744000.0,462962.962962963,0
230000000,220,23.0,0.0,0,1.0,0,370000.0,1045454.5454545454,1
23000000,31,15.0,0.0,1,0.0,0,15000.0,741935.4838709678,0
152142800,255,18.0,0.0,0,1.0,0,115200.0,596638.431372549,1
120000000,250,5.0,0.0,1,0.0,1,117000.0,480000.0,1
27000000,40,10.0,0.0,1,0.0,1,106000.0,675000.0,0
147000000,255,7.0,0.0,0,0.0,1,980000.0,576470.5882352941,1
133000000,52,3.0,0.0,1,0.0,0,157800.0,2557692.3076923075,1
12000000,15,19.0,0.0,1,0.0,1,28000.0,800000.0,0
3600000,5,9.0,0.0,1,0.0,1,0.0,720000.0,0
128000000,182,14.0,0.0,1,0.0,0,109000.0,703296.7032967033,1
55000000,102,25.0,0.0,1,0.0,1,64000.0,539215.6862745098,0
238000000,270,16.0,0.0,0,0.0,0,425000.0,881481.4814814815,1
32000000,27,10.0,0.0,1,0.0,0,56000.0,1185185.1851851852,0
157400000,150,10.0,0.0,0,1.0,1,160000.0,1049333.3333333333,1
22400000,26,5.0,0.0,1,0.0,0,54000.0,861538.4615384615,0
219000000,256,19.0,0.0,0,0.0,1,332000.0,855468.75,1
170000000,85,20.0,0.0,1,0.0,0,110000.0,2000000.0,1
17000000,14,3.0,0.0,1,0.0,0,28000.0,1214285.7142857143,0
90000000,18,20.0,0.0,0,0.0,1,50000.0,5000000.0,1
165500000,256,7.0,0.0,0,0.0,0,960000.0,646484.375,1
54000000,32,5.0,1.0,1,0.0,0,38000.0,1687500.0,0
4000000,5,8.0,0.0,1,0.0,0,18000.0,800000.0,0
822163000,258,10.0,1.0,0,1.0,1,370000.0,3186678.2945736432,1
35464600,95,5.0,0.0,0,0.0,1,63600.0,373311.5789473684,0
427346800,261,8.0,1.0,0,1.0,0,1704000.0,1637344.061302682,1
30000000,18,15.0,0.0,1,0.0,0,228000.0,1666666.6666666667,0
123000000,103,17.0,0.0,1,0.0,0,159000.0,1194174.7572815535,1
25427600,75,12.0,0.0,0,0.0,1,69600.0,339034.6666666667,0
10498400,24,10.0,0.0,1,0.0,1,50400.0,437433.3333333333,0
20000000,15,3.0,0.0,1,0.0,1,13450.0,1333333.3333333333,0
36000000,35,20.0,0.0,1,0.0,1,510000.0,1028571.4285714285,0
1080000,6,5.0,0.0,1,0.0,1,5500.0,180000.0,0
18000000,30,10.0,0.0,1,0.0,0,30000.0,600000.0,0
19000000,30,10.0,0.0,0,0.0,0,50000.0,633333.3333333334,0
6000000,6,6.0,0.0,1,0.0,0,16000.0,1000000.0,0
6000000,8,15.0,0.0,1,0.0,0,12000.0,750000.0,0
38000000,30,15.0,0.0,1,0.0,0,110000.0,1266666.6666666667,0
25000000,18,5.0,1.0,1,0.0,0,10000.0,1388888.888888889,0
5000000,7,12.0,0.0,1,0.0,0,14500.0,714285.7142857143,0
29000000,17,3.0,0.0,1,0.0,0,13200.0,1705882.3529411764,0
32000000,62,13.0,0.0,0,0.0,0,25000.0,516129.03225806454,0
23000000,65,2.0,0.0,1,0.0,0,16000.0,353846.1538461539,0
9000000,17,5.0,0.0,1,0.0,1,12000.0,529411.7647058824,0
65000000,120,15.0,0.0,0,0.0,0,35430.0,541666.6666666666,0
5000000,8,5.0,0.0,1,0.0,1,7000.0,625000.0,0
5290820,10,10.0,0.0,0,0.0,0,16200.0,529082.0,0
12000000,15,12.0,0.0,0,0.0,1,26000.0,800000.0,0
37000000,72,1.0,0.0,1,0.0,1,15000.0,513888.8888888889,0
1360800,5,10.0,1.0,1,0.0,0,3000.0,272160.0,0
5500000,7,15.0,0.0,1,0.0,0,15000.0,785714.2857142857,0
19000000,15,5.0,0.0,1,0.0,0,57500.0,1266666.6666666667,0
9000000,9,5.0,0.0,1,0.0,0,12000.0,1000000.0,0
1056423,7,20.0,0.0,1,0.0,0,6000.0,150917.57142857142,0
10000000,13,2.0,0.0,1,0.0,0,18000.0,769230.7692307692,0
23000000,62,12.0,0.0,0,0.0,0,24500.0,370967.7419354839,0
11000000,7,7.0,0.0,1,0.0,1,54500.0,1571428.5714285714,0
13000000,8,5.0,0.0,1,0.0,1,16000.0,1625000.0,0
10000000,25,12.0,0.0,1,0.0,0,20800.0,400000.0,0
23000000,21,5.0,1.0,0,0.0,1,45000.0,1095238.0952380951,0
12268647,18,20.0,1.0,0,0.0,1,20000.0,681591.5,0
27000000,20,12.0,0.0,1,0.0,1,21000.0,1350000.0,0
45000000,52,5.0,0.0,1,0.0,1,65000.0,865384.6153846154,0
5000000,9,2.0,0.0,1,0.0,1,15000.0,555555.5555555555,0
32000000,41,10.0,0.0,1,0.0,1,42000.0,780487.8048780488,0
10000000,14,2.0,0.0,1,0.0,1,15000.0,714285.7142857143,0
2500000,5,5.0,0.0,1,0.0,1,12000.0,500000.0,0
21000000,15,5.0,0.0,1,0.0,0,62000.0,1400000.0,0
14000000,11,5.0,0.0,1,0.0,1,16000.0,1272727.2727272727,0
80000000,142,10.0,0.0,1,0.0,1,185000.0,563380.2816901408,0
14000000,12,2.0,0.0,1,0.0,0,17000.0,1166666.6666666667,0
19000000,20,5.0,0.0,1,0.0,1,102000.0,950000.0,0
114000000,52,10.0,0.0,0,0.0,0,40000.0,2192307.6923076925,1
21000000,18,10.0,1.0,1,0.0,1,23000.0,1166666.6666666667,0
17000000,15,5.0,0.0,1,0.0,1,16000.0,1133333.3333333333,0
11000000,12,3.0,0.0,1,0.0,1,18000.0,916666.6666666666,0
33000000,52,2.0,0.0,1,0.0,1,45000.0,634615.3846153846,0
22000000,20,12.0,0.0,1,0.0,0,52000.0,1100000.0,0
3000000,5,3.0,0.0,1,0.0,0,12000.0,600000.0,0
16000000,16,10.0,0.0,1,0.0,1,25000.0,1000000.0,0
1382477,5,5.0,1.0,1,0.0,1,5800.0,276495.4,0
6000000,6,4.0,0.0,1,0.0,0,13000.0,1000000.0,0
35000000,21,12.0,0.0,1,0.0,0,64000.0,1666666.6666666667,0
3000000,5,5.0,0.0,1,0.0,1,56000.0,600000.0,0
7000000,8,4.0,0.0,1,0.0,1,12000.0,875000.0,0
128000000,85,30.0,0.0,0,0.0,1,310000.0,1505882.3529411764,1
1800000,6,8.0,0.0,1,0.0,0,11000.0,300000.0,0
17000000,6,6.0,0.0,1,0.0,0,15000.0,2833333.3333333335,0
2500000,14,9.0,0.0,1,0.0,1,70000.0,178571.42857142858,0
240000000,252,20.0,0.0,0,0.0,1,2511000.0,952380.9523809524,1
150200000,150,8.0,0.0,1,0.0,0,700000.0,1001333.3333333334,1
7500000,6,2.0,1.0,1,0.0,0,23000.0,1250000.0,0
239000000,265,30.0,0.0,1,0.0,1,822102.0,901886.7924528302,1
2300000,6,5.0,1.0,1,0.0,1,6000.0,383333.3333333333,0
6472000,10,10.0,1.0,1,0.0,1,22000.0,647200.0,0
2400000,5,4.0,0.0,1,0.0,0,15000.0,480000.0,0
328000000,300,20.0,0.0,0,0.0,1,1300000.0,1093333.3333333333,1
136000000,105,28.0,0.0,0,0.0,1,600000.0,1295238.0952380951,1
2500000,5,8.0,0.0,1,0.0,0,25000.0,500000.0,0
50000000,33,25.0,0.0,1,0.0,0,176000.0,1515151.5151515151,0
4300000,5,1.0,0.0,1,0.0,0,35000.0,860000.0,0
115000000,100,15.0,0.0,0,0.0,0,545000.0,1150000.0,1
4200000,8,8.0,0.0,1,0.0,1,22000.0,525000.0,0
3800000,6,9.0,0.0,1,0.0,0,19000.0,633333.3333333334,0
315000000,260,30.0,0.0,0,0.0,0,1200000.0,1211538.4615384615,1
215000000,255,28.0,1.0,0,0.0,1,1300000.0,843137.2549019608,1
9000000,8,16.0,1.0,1,0.0,1,38000.0,1125000.0,0
6000000,5,10.0,0.0,1,0.0,1,6000.0,1200000.0,0
7000000,9,12.0,0.0,1,0.0,1,15000.0,777777.7777777778,0
21000000,17,13.0,0.0,1,0.0,0,35600.0,1235294.1176470588,0
65000000,72,13.0,0.0,1,0.0,1,55000.0,902777.7777777778,0
33000000,17,5.0,0.0,1,0.0,1,105500.0,1941176.4705882352,0
12000000,19,7.0,0.0,1,0.0,1,56500.0,631578.947368421,0
19000000,17,5.0,0.0,1,0.0,0,67500.0,1117647.0588235294,0
18000000,17,7.0,0.0,1,0.0,1,36500.0,1058823.5294117648,0
18000000,17,15.0,0.0,1,0.0,1,48000.0,1058823.5294117648,0
315000000,196,2.0,0.0,1,0.0,1,618000.0,1607142.857142857,1
17000000,6,3.0,1.0,1,0.0,0,24500.0,2833333.3333333335,0
19000000,15,2.0,0.0,1,0.0,0,26500.0,1266666.6666666667,0
11000000,12,3.0,0.0,1,0.0,0,26500.0,916666.6666666666,0
16000000,12,3.0,0.0,1,0.0,0,18000.0,1333333.3333333333,0
18000000,10,6.0,0.0,1,0.0,0,44500.0,1800000.0,0
26000000,52,12.0,0.0,1,0.0,0,65000.0,500000.0,0
2000000,8,3.0,0.0,1,0.0,0,4500.0,250000.0,0
23000000,36,11.0,0.0,1,0.0,1,40000.0,638888.8888888889,0
2500000,7,5.0,0.0,1,1.0,1,10000.0,357142.85714285716,0
6000000,8,10.0,0.0,1,0.0,0,18000.0,750000.0,0
3800000,10,9.0,0.0,1,0.0,0,20000.0,380000.0,0
2000000,8,15.0,0.0,1,0.0,1,7000.0,250000.0,0
5000000,7,10.0,0.0,1,0.0,0,20000.0,714285.7142857143,0
411500000,388,9.0,1.0,0,1.0,0,600000.0,1060567.0103092783,1
4200000,5,3.0,0.0,1,0.0,1,18000.0,840000.0,0
3000000,7,11.0,0.0,1,0.0,1,132400.0,428571.4285714286,0
297000000,238,14.0,0.0,1,1.0,1,960000.0,1247899.1596638656,1
421300000,327,25.0,1.0,0,0.0,0,2840000.0,1288379.2048929664,1
132000000,252,16.0,0.0,0,0.0,1,552000.0,523809.5238095238,1
73000000,132,15.0,0.0,0,0.0,0,680000.0,553030.303030303,0
56200000,74,10.0,0.0,1,0.0,0,280000.0,759459.4594594594,0
5500000,6,8.0,0.0,1,0.0,0,19600.0,916666.6666666666,0
323000000,324,16.0,0.0,0,1.0,0,756000.0,996913.5802469136,1
6800000,7,13.0,1.0,1,0.0,1,28000.0,971428.5714285715,0
388500000,300,14.0,1.0,0,1.0,0,2720000.0,1295000.0,1
1400000000,1680,18.0,1.0,0,1.0,0,5720000.0,833333.3333333334,1
620000000,260,24.0,0.0,0,1.0,1,1732000.0,2384615.3846153845,1
13000000,10,12.0,0.0,1,0.0,0,26600.0,1300000.0,0
274000000,273,17.0,1.0,0,0.0,1,1648000.0,1003663.0036630037,1
507800000,336,26.0,1.0,0,1.0,0,1732000.0,1511309.5238095238,1
5500000,6,6.0,0.0,1,0.0,1,34800.0,916666.6666666666,0
311800000,152,15.0,0.0,0,1.0,1,1300000.0,2051315.7894736843,1
13500000,8,1.0,0.0,1,0.0,0,26000.0,1687500.0,0
18000000,15,15.0,0.0,1,0.0,1,30000.0,1200000.0,0
38000000,19,5.0,0.0,1,0.0,1,56000.0,2000000.0,0
29000000,25,20.0,0.0,1,0.0,1,59000.0,1160000.0,0
31000000,20,5.0,0.0,1,0.0,1,15000.0,1550000.0,0
43000000,52,7.0,0.0,1,0.0,1,23000.0,826923.0769230769,0
12000000,15,5.0,1.0,1,0.0,0,25000.0,800000.0,0
16000000,25,15.0,0.0,1,0.0,1,34500.0,640000.0,0
40000000,25,30.0,0.0,1,0.0,1,110000.0,1600000.0,0
19000000,20,3.0,0.0,1,0.0,0,40000.0,950000.0,0
20000000,20,30.0,0.0,1,0.0,0,10000.0,1000000.0,0
27000000,20,5.0,0.0,1,0.0,1,108000.0,1350000.0,0
9000000,8,2.0,0.0,1,0.0,0,45000.0,1125000.0,0
5800000,15,5.0,0.0,1,0.0,0,8500.0,386666.6666666667,0
14000000,15,10.0,0.0,1,0.0,1,46000.0,933333.3333333334,0
35000000,20,5.0,0.0,0,0.0,1,16000.0,1750000.0,0
16000000,32,5.0,0.0,1,0.0,0,21000.0,500000.0,0
8000000,8,5.0,0.0,1,0.0,0,16000.0,1000000.0,0
2500000,5,4.0,1.0,1,0.0,0,8500.0,500000.0,0
10000000,15,5.0,0.0,1,0.0,1,13000.0,666666.6666666666,0
13000000,11,20.0,0.0,1,0.0,0,14000.0,1181818.1818181819,0
11000000,8,3.0,1.0,1,0.0,1,15000.0,1375000.0,0
35000000,26,15.0,0.0,1,0.0,1,36000.0,1346153.8461538462,0
9000000,11,13.0,0.0,1,0.0,0,15000.0,818181.8181818182,0
130000000,210,35.0,0.0,0,0.0,1,451000.0,619047.619047619,1
132000000,205,10.0,0.0,0,0.0,0,411000.0,643902.4390243902,1
134500000,71,4.0,0.0,0,0.0,0,644000.0,1894366.1971830986,1
255000000,345,12.0,0.0,0,0.0,0,429000.0,739130.4347826086,1
130000000,82,10.0,0.0,0,0.0,1,20000.0,1585365.8536585367,1
345000000,313,4.0,1.0,0,0.0,0,116000.0,1102236.4217252396,1
90000000,18,8.0,0.0,1,0.0,1,15000.0,5000000.0,1
72000000,168,5.0,0.0,0,0.0,0,360000.0,428571.4285714286,0
55000000,32,5.0,0.0,1,0.0,1,110000.0,1718750.0,0
12000000,9,5.0,0.0,1,0.0,1,16200.0,1333333.3333333333,0
100800000,212,3.0,0.0,0,0.0,1,376000.0,475471.69811320753,1
45000000,18,3.0,0.0,1,0.0,1,12000.0,2500000.0,0
26000000,15,5.0,0.0,1,0.0,0,19000.0,1733333.3333333333,0
18000000,35,6.0,0.0,1,0.0,0,110000.0,514285.71428571426,0
245000000,260,10.0,0.0,0,0.0,0,420000.0,942307.6923076923,1
5045000,11,18.0,0.0,1,0.0,1,19200.0,458636.36363636365,0
7497000,14,5.0,1.0,1,0.0,1,36000.0,535500.0,0
119000000,252,4.0,0.0,0,0.0,1,720000.0,472222.22222222225,1
117500000,269,6.0,0.0,0,0.0,0,840000.0,436802.97397769516,1
25000000,38,5.0,0.0,0,0.0,1,96000.0,657894.7368421053,0
53000000,105,8.0,0.0,0,0.0,0,512000.0,504761.90476190473,0
10000000,11,5.0,0.0,1,0.0,0,5000.0,909090.9090909091,0
8000000,29,8.0,0.0,1,0.0,1,8000.0,275862.0689655172,0
4800000,10,5.0,0.0,1,0.0,0,16000.0,480000.0,0
23000000,29,10.0,0.0,0,0.0,1,15000.0,793103.448275862,0
20000000,15,15.0,0.0,1,0.0,1,20000.0,1333333.3333333333,0
600000000,120,6.0,0.0,1,0.0,0,2000000.0,5000000.0,1
200000000,180,20.0,0.0,0,0.0,1,50000.0,1111111.111111111,1
10000000,8,5.0,0.0,1,0.0,1,16000.0,1250000.0,0
18000000,27,7.0,0.0,1,0.0,0,55000.0,666666.6666666666,0
180000000,126,15.0,0.0,0,0.0,1,20000.0,1428571.4285714286,1
5423000,5,7.0,1.0,1,0.0,1,8000.0,1084600.0,0
130000000,75,30.0,1.0,0,0.0,1,200000.0,1733333.3333333333,1
150000000,87,15.0,1.0,0,1.0,1,100000.0,1724137.9310344828,1
150000000,129,15.0,0.0,1,0.0,1,110000.0,1162790.6976744186,1
50000000,128,10.0,1.0,0,0.0,0,155000.0,390625.0,0
60000000,24,6.0,1.0,0,0.0,0,40000.0,2500000.0,0
15000000,8,40.0,0.0,1,0.0,1,13000.0,1875000.0,0
2000000,8,25.0,0.0,1,0.0,1,8000.0,250000.0,0
130000000,40,15.0,0.0,0,0.0,0,250000.0,3250000.0,1
2000000,5,20.0,0.0,1,0.0,1,4500.0,400000.0,0
20000000,17,10.0,0.0,1,0.0,1,30000.0,1176470.5882352942,0
1480000,6,15.0,0.0,1,0.0,0,9000.0,246666.66666666666,0
123000000,82,5.0,0.0,1,0.0,0,911000.0,1500000.0,1
435000000,305,30.0,1.0,0,1.0,1,861100.0,1426229.5081967213,1
124000000,134,5.0,0.0,0,0.0,1,612000.0,925373.1343283582,1
1800000,11,3.0,0.0,1,0.0,1,12000.0,163636.36363636365,0
5000000,8,13.0,0.0,1,0.0,1,6500.0,625000.0,0
18000000,32,5.0,0.0,1,0.0,1,111000.0,562500.0,0
9000000,18,8.0,0.0,1,0.0,1,6000.0,500000.0,0
40000000,15,3.0,0.0,1,1.0,0,200000.0,2666666.6666666665,0
35000000,30,3.0,0.0,1,0.0,1,108000.0,1166666.6666666667,0
15000000,27,15.0,0.0,1,0.0,1,17000.0,555555.5555555555,0
41000000,50,12.0,0.0,0,0.0,0,60000.0,820000.0,0
4500000,12,5.0,0.0,1,0.0,0,28000.0,375000.0,0
4350000,7,10.0,0.0,1,0.0,0,11500.0,621428.5714285715,0
343000000,254,10.0,0.0,0,0.0,0,190000.0,1350393.7007874015,1
224000000,120,15.0,0.0,0,0.0,0,180000.0,1866666.6666666667,1
77000000,102,1.0,0.0,0,0.0,0,47000.0,754901.9607843137,0
15000000,15,5.0,0.0,1,0.0,1,15000.0,1000000.0,0
4000000,6,15.0,0.0,1,0.0,1,8000.0,666666.6666666666,0
100000000,104,12.0,0.0,0,0.0,0,98000.0,961538.4615384615,1
6000000,15,10.0,1.0,1,0.0,0,28000.0,400000.0,0
320000000,280,25.0,0.0,0,0.0,1,650000.0,1142857.142857143,1
9000000,21,4.0,0.0,0,0.0,1,84000.0,428571.4285714286,0
236000000,175,13.0,1.0,1,0.0,0,510000.0,1348571.4285714286,1
29000000,38,30.0,0.0,1,0.0,1,111000.0,763157.8947368421,0
235000000,152,12.0,0.0,0,0.0,0,108000.0,1546052.6315789474,1
2500000,6,13.0,0.0,1,0.0,0,11200.0,416666.6666666667,0
1800000,8,8.0,0.0,1,0.0,0,21000.0,225000.0,0
12000000,15,5.0,0.0,1,0.0,0,6000.0,800000.0,0
12000000,6,5.0,0.0,1,0.0,1,25000.0,2000000.0,0
15000000,13,5.0,1.0,1,0.0,0,16000.0,1153846.1538461538,0
2125000,6,15.0,0.0,1,0.0,1,8000.0,354166.6666666667,0
1700000,6,5.0,0.0,1,0.0,1,8000.0,283333.3333333333,0
5000000,10,20.0,0.0,1,0.0,0,9000.0,500000.0,0
8000000,10,5.0,1.0,1,0.0,0,7000.0,800000.0,0
127000000,44,10.0,0.0,0,0.0,1,21000.0,2886363.6363636362,1
29000000,50,20.0,0.0,0,0.0,0,80000.0,580000.0,0
17000000,27,6.0,0.0,1,0.0,1,16500.0,629629.6296296297,0
34000000,60,10.0,0.0,1,0.0,0,321000.0,566666.6666666666,0
15000000,20,13.0,0.0,1,0.0,0,13200.0,750000.0,0
126000000,120,20.0,0.0,0,0.0,1,135000.0,1050000.0,1
76000000,117,15.0,0.0,1,0.0,1,118000.0,649572.6495726496,0
340000000,270,25.0,1.0,0,1.0,0,385000.0,1259259.2592592593,1
15000000,15,10.0,0.0,1,0.0,1,28000.0,1000000.0,0
9000000,12,6.0,0.0,1,0.0,1,12500.0,750000.0,0
56700000,118,3.0,0.0,0,0.0,0,336000.0,480508.4745762712,0
12000000,12,18.0,0.0,1,0.0,1,15300.0,1000000.0,0
83800000,205,6.0,0.0,0,0.0,0,612000.0,408780.48780487804,0
67000000,32,15.0,1.0,1,0.0,1,98000.0,2093750.0,0
16000000,10,20.0,0.0,1,0.0,0,36500.0,1600000.0,0
12000000,15,12.0,0.0,1,0.0,0,10000.0,800000.0,0
5000000,6,5.0,0.0,1,0.0,0,17000.0,833333.3333333334,0
11000000,12,7.0,0.0,1,0.0,1,26000.0,916666.6666666666,0
46000000,102,16.0,0.0,1,0.0,1,645000.0,450980.39215686277,0
39000000,105,13.0,0.0,1,0.0,1,98000.0,371428.5714285714,0
143000000,148,15.0,0.0,0,0.0,0,236000.0,966216.2162162162,1
52334070,100,6.0,0.0,1,1.0,0,732000.0,523340.7,0
12000000,8,12.0,0.0,1,0.0,0,36500.0,1500000.0,0
16000000,14,20.0,0.0,1,0.0,1,32000.0,1142857.142857143,0
7000000,8,5.0,0.0,1,0.0,0,36000.0,875000.0,0
19000000,18,13.0,0.0,1,0.0,0,38000.0,1055555.5555555555,0
18000000,32,9.0,0.0,1,0.0,1,48000.0,562500.0,0
87800000,156,4.0,0.0,0,0.0,1,588000.0,562820.5128205129,0
12000000,12,3.0,0.0,1,0.0,1,13000.0,1000000.0,0
64500000,145,6.0,0.0,0,1.0,1,168000.0,444827.5862068966,0
97000000,145,1.0,0.0,0,1.0,1,804000.0,668965.5172413794,1
230000000,270,25.0,0.0,0,0.0,1,1612000.0,851851.8518518518,1
123000000,288,6.0,0.0,0,0.0,0,816000.0,427083.3333333333,1
108800000,254,12.0,0.0,0,0.0,0,768000.0,428346.4566929134,1
55500000,125,4.0,0.0,0,0.0,1,564000.0,444000.0,0
52000000,100,5.0,0.0,1,0.0,0,311000.0,520000.0,0
215000000,256,1.0,0.0,0,0.0,1,1700000.0,839843.75,1
332000000,262,15.0,0.0,0,1.0,1,318000.0,1267175.572519084,1
18000000,14,3.0,0.0,1,0.0,1,68000.0,1285714.2857142857,0
19000000,32,15.0,0.0,1,0.0,0,90000.0,593750.0,0
233000000,252,5.0,0.0,0,1.0,1,410000.0,924603.1746031746,1
335000000,262,6.0,0.0,0,1.0,0,321000.0,1278625.9541984734,1
213000000,152,16.0,0.0,0,0.0,0,176500.0,1401315.7894736843,1
234000000,260,8.0,0.0,0,0.0,0,236000.0,900000.0,1
19000000,12,12.0,0.0,1,0.0,0,48000.0,1583333.3333333333,0
28000000,10,24.0,0.0,1,0.0,0,43000.0,2800000.0,0
49000000,68,5.0,0.0,1,0.0,0,22400.0,720588.2352941176,0
335000000,242,5.0,0.0,0,1.0,0,258000.0,1384297.520661157,1
334000000,255,30.0,0.0,0,1.0,0,820000.0,1309803.9215686275,1
161000000,252,4.0,0.0,1,1.0,1,216000.0,638888.8888888889,1
6000000,6,3.0,0.0,1,0.0,1,36000.0,1000000.0,0
4600000,7,6.0,0.0,1,0.0,0,50400.0,657142.8571428572,0
41284000,50,7.0,0.0,1,0.0,0,456000.0,825680.0,0
370800000,185,24.0,1.0,0,1.0,0,528000.0,2004324.3243243243,1
221100000,273,6.0,0.0,0,1.0,1,420000.0,809890.1098901099,1
25000000,13,14.0,0.0,1,0.0,1,45600.0,1923076.923076923,0
420000000,312,8.0,0.0,0,1.0,1,1050000.0,1346153.8461538462,1
121000000,44,6.0,0.0,1,0.0,1,57200.0,2750000.0,1
314000000,260,10.0,0.0,0,1.0,0,1000000.0,1207692.3076923077,1
76270000,68,9.0,0.0,0,0.0,0,37900.0,1121617.6470588236,0
392500000,300,16.0,0.0,0,1.0,0,460000.0,1308333.3333333333,1
169500000,200,14.0,0.0,0,1.0,0,120000.0,847500.0,1
146200000,150,11.0,0.0,0,1.0,1,204000.0,974666.6666666666,1
49700000,132,9.0,0.0,0,0.0,0,660000.0,376515.1515151515,0
199000000,293,7.0,0.0,0,1.0,0,960000.0,679180.8873720136,1
136200000,150,10.0,0.0,0,1.0,1,280000.0,908000.0,1
19500000,45,8.0,0.0,1,0.0,0,90000.0,433333.3333333333,0
508000000,255,6.0,0.0,0,1.0,0,348000.0,1992156.862745098,1
308500000,300,6.0,0.0,0,1.0,0,1100000.0,1028333.3333333334,1
498000000,300,9.0,0.0,0,1.0,0,560000.0,1660000.0,1
495000000,360,15.0,1.0,0,1.0,1,912000.0,1375000.0,1
77400000,150,15.0,0.0,0,1.0,1,212000.0,516000.0,0
21450000,30,15.0,0.0,1,0.0,0,62000.0,715000.0,0
39000000,50,8.0,0.0,0,0.0,1,87000.0,780000.0,0
59400000,150,15.0,0.0,0,1.0,1,120000.0,396000.0,0
32180000,50,9.0,0.0,0,0.0,1,72000.0,643600.0,0
56120000,50,10.0,0.0,0,0.0,0,84000.0,1122400.0,0
3715000,5,6.0,0.0,1,0.0,1,54000.0,743000.0,0
38700000,50,7.0,0.0,0,0.0,0,28000.0,774000.0,0
260000000,150,16.0,0.0,0,1.0,0,268000.0,1733333.3333333333,1
9200000,12,6.0,0.0,1,0.0,1,82800.0,766666.6666666666,0
299370000,300,15.0,0.0,0,1.0,0,680000.0,997900.0,1
20000000,48,15.0,0.0,1,0.0,1,96000.0,416666.6666666667,0
397000000,285,10.0,1.0,0,1.0,0,325000.0,1392982.4561403508,1
97500000,150,2.0,0.0,0,1.0,1,228000.0,650000.0,1
3800000,5,4.0,0.0,1,0.0,0,40800.0,760000.0,0
391200000,302,15.0,0.0,0,1.0,0,872000.0,1295364.238410596,1
497000000,285,20.0,1.0,0,1.0,0,564000.0,1743859.649122807,1
16900000,15,6.0,0.0,0,0.0,1,62000.0,1126666.6666666667,0
13672000,8,8.0,0.0,1,0.0,0,42000.0,1709000.0,0
6500000,12,1.0,0.0,1,0.0,0,84000.0,541666.6666666666,0
43200000,88,10.0,0.0,1,0.0,1,180000.0,490909.0909090909,0
7600000,15,4.0,0.0,1,0.0,0,166000.0,506666.6666666667,0
6000000,8,4.0,0.0,0,0.0,1,126000.0,750000.0,0
244000000,288,5.0,0.0,0,1.0,1,2400000.0,847222.2222222222,1
7000000,13,4.0,0.0,0,0.0,1,99600.0,538461.5384615385,0
220800000,270,6.0,0.0,0,0.0,1,888000.0,817777.7777777778,1
72000000,137,7.0,1.0,0,0.0,0,1440000.0,525547.4452554744,0
8900000,17,10.0,0.0,1,0.0,0,276000.0,523529.4117647059,0
730000000,302,6.0,1.0,0,1.0,0,1170000.0,2417218.5430463576,1
6200000,10,3.0,0.0,1,0.0,0,150400.0,620000.0,0
19800000,19,3.0,0.0,1,0.0,0,325000.0,1042105.2631578947,0
7000000,15,4.0,0.0,1,0.0,1,84000.0,466666.6666666667,0
11527000,27,3.0,0.0,1,0.0,1,96000.0,426925.9259259259,0
6400000,6,3.0,1.0,1,0.0,1,44400.0,1066666.6666666667,0
4800000,8,3.0,0.0,1,0.0,0,60000.0,600000.0,0
146000000,127,6.0,0.0,0,0.0,1,360000.0,1149606.2992125985,1
8500000,17,5.0,0.0,0,0.0,0,54000.0,500000.0,0
8300000,10,3.0,0.0,1,0.0,1,78000.0,830000.0,0
4190000,9,3.0,0.0,1,0.0,0,46800.0,465555.55555555556,0
8800000,19,5.0,0.0,0,0.0,1,108000.0,463157.8947368421,0
163500000,194,10.0,0.0,0,0.0,1,480000.0,842783.5051546391,1
4862600,7,3.0,0.0,1,0.0,1,45600.0,694657.1428571428,0
402200000,311,6.0,0.0,0,0.0,0,696000.0,1293247.5884244372,1
5642000,7,3.0,0.0,1,0.0,0,32400.0,806000.0,0
175475600,263,4.0,0.0,0,1.0,0,426000.0,667207.6045627376,1
183640000,258,5.0,0.0,0,0.0,0,516000.0,711782.9457364341,1
387900000,278,6.0,0.0,0,0.0,1,696000.0,1395323.7410071942,1
285282000,286,4.0,0.0,0,1.0,0,756000.0,997489.5104895105,1
424000000,404,12.0,1.0,0,1.0,1,900000.0,1049504.9504950496,1
208600000,278,15.0,0.0,0,1.0,1,720000.0,750359.7122302158,1
176820600,273,8.0,0.0,0,0.0,0,516000.0,647694.5054945055,1
395425000,299,15.0,0.0,0,0.0,0,840000.0,1322491.6387959865,1
7695000,10,3.0,0.0,1,0.0,1,48000.0,769500.0,0
342147000,364,8.0,0.0,0,1.0,0,108000.0,939964.2857142857,1
557500000,279,10.0,1.0,0,1.0,1,1672000.0,1998207.8853046596,1
193756000,269,3.0,0.0,0,1.0,1,152000.0,720282.5278810409,1
